,id,date,zipcode,lat,long,bedrooms,bathrooms,sqft_above,sqft_basement,sqft_lot,floors,waterfront,condition,yr_built,yr_renovated,price
5455,9151600541,20140508T000000,98116,47.5841,-122.383,3,2.5,1690,0,4500,1.5,0,4,1928,0,719000.0
5456,3423059153,20141008T000000,98058,47.4319,-122.148,4,3.0,1920,1450,100681,1.0,0,5,1977,0,785000.0
5457,3630120190,20150326T000000,98029,47.5542,-122.001,3,2.5,2330,0,3995,2.0,0,3,2006,0,660000.0
5458,2787320430,20140618T000000,98031,47.4104,-122.17200000000001,4,1.75,1080,740,8118,1.0,0,4,1980,0,264000.0
5459,1672000170,20140908T000000,98006,47.5697,-122.163,3,1.75,1890,0,11141,1.0,0,4,1968,0,575000.0
5460,2050000020,20140624T000000,98072,47.7337,-122.12100000000001,4,3.75,3820,0,53574,1.0,0,3,1994,0,1215000.0
5461,3221079069,20140815T000000,98022,47.2568,-121.95200000000001,3,2.5,2770,0,98881,2.0,0,3,1991,0,475000.0
5462,7501000080,20141121T000000,98033,47.6524,-122.184,4,3.5,3020,0,12750,2.0,0,3,1990,0,845800.0
5463,3500100078,20140611T000000,98155,47.7368,-122.29799999999999,3,1.75,1170,0,8182,1.0,0,3,1962,0,352500.0
5464,9493200010,20140623T000000,98011,47.7604,-122.198,3,1.0,1270,0,8400,1.0,0,3,1955,0,347000.0
5465,3905081350,20150109T000000,98029,47.5698,-121.999,4,2.75,1950,0,6192,2.0,0,3,1992,0,560000.0
5466,6061000010,20150504T000000,98092,47.2576,-122.09899999999999,4,2.75,1330,900,50094,1.0,0,4,1977,0,323000.0
5467,7635801350,20150306T000000,98166,47.4693,-122.36399999999999,3,1.75,2220,0,22081,1.5,0,4,1922,0,595000.0
5468,7806210380,20150220T000000,98002,47.2924,-122.197,4,2.0,1170,890,6400,1.0,0,3,1977,0,257500.0
5469,7577700440,20140528T000000,98116,47.5686,-122.385,3,1.0,1100,0,4600,1.0,0,3,1917,0,450000.0
5470,3876810190,20141113T000000,98072,47.742,-122.17299999999999,4,1.0,900,240,7208,1.0,0,3,1970,0,410000.0
5471,1224059049,20140613T000000,98008,47.5867,-122.111,3,1.75,1320,660,13503,1.0,0,4,1952,0,810000.0
5472,3348401319,20140512T000000,98178,47.4964,-122.26299999999999,5,3.0,1300,1180,10090,1.0,0,3,2004,0,372500.0
5473,5589300585,20141203T000000,98155,47.7533,-122.307,3,1.0,1050,0,9083,1.0,0,3,1951,0,325000.0
5474,3293700221,20141021T000000,98133,47.7476,-122.35,3,1.0,1260,0,7660,1.0,0,3,1947,0,280000.0
5475,2013300050,20140711T000000,98198,47.3924,-122.30799999999999,3,2.0,880,800,19978,1.0,0,3,1948,0,258000.0
5476,408100050,20140827T000000,98155,47.7512,-122.318,4,1.0,1360,0,5900,1.5,0,4,1949,0,329950.0
5477,4178300080,20141212T000000,98007,47.6197,-122.15,4,2.5,2030,420,12987,1.0,0,4,1980,0,836000.0
5478,2310040020,20150409T000000,98038,47.352,-122.038,5,2.5,2260,0,7040,2.0,0,3,1999,0,365000.0
5479,8698100170,20150211T000000,98002,47.3066,-122.223,2,1.0,1060,0,6000,1.0,0,4,1908,0,111300.0
5480,1330910280,20150427T000000,98053,47.655,-122.029,4,2.5,3720,0,105850,2.0,0,4,1984,0,864000.0
5481,9413600670,20140623T000000,98033,47.6527,-122.195,3,1.75,1610,0,8613,1.0,0,5,1962,0,725000.0
5482,3825500020,20150218T000000,98011,47.7498,-122.181,4,2.5,2670,680,6605,2.0,0,3,1990,0,550000.0
5483,2500600289,20150416T000000,98198,47.4007,-122.294,2,1.0,790,0,7500,1.0,0,3,1951,0,130000.0
5484,4385701440,20140926T000000,98112,47.6394,-122.28,2,1.75,990,670,4000,1.0,0,3,1940,0,765000.0
5485,8645501330,20150421T000000,98058,47.4651,-122.184,3,1.5,1420,0,7480,1.0,0,4,1963,0,255000.0
5486,2323069073,20140622T000000,98027,47.47,-122.0,3,2.5,1570,480,40003,1.0,0,4,1977,0,439500.0
5487,2475200080,20140908T000000,98055,47.4725,-122.18700000000001,3,1.75,1250,0,5546,1.0,0,4,1987,0,268000.0
5488,9533600185,20150401T000000,98004,47.6276,-122.205,3,1.75,1700,0,8534,1.0,0,4,1953,0,985000.0
5489,4139440460,20141118T000000,98006,47.5529,-122.12,4,2.5,2660,0,8469,2.0,0,3,1994,0,751305.0
5490,1443500725,20150423T000000,98118,47.5345,-122.274,3,1.0,1350,0,7553,1.5,0,3,1914,0,280000.0
5491,984000780,20140616T000000,98058,47.4307,-122.17,4,2.0,1110,700,8750,1.0,0,2,1967,0,304000.0
5492,7575610170,20150423T000000,98003,47.3541,-122.303,4,2.75,1730,480,13235,2.0,0,3,1988,0,200000.0
5493,2025800080,20150220T000000,98092,47.2906,-122.055,3,1.5,1420,700,41325,1.0,0,4,1973,0,325000.0
5494,1425059180,20150324T000000,98052,47.6569,-122.12299999999999,3,2.25,1540,930,11603,2.0,0,3,1988,0,736000.0
5495,1310440280,20140710T000000,98058,47.4356,-122.11,4,2.5,2700,0,6515,2.0,0,3,1998,0,426500.0
5496,2264500425,20140620T000000,98103,47.65,-122.34,2,1.75,880,880,4400,1.0,0,4,1930,0,640000.0
5497,1721800470,20140521T000000,98146,47.5073,-122.337,5,2.0,1930,0,6120,1.5,0,3,1941,1969,230000.0
5498,2589300170,20150324T000000,98118,47.5354,-122.273,4,1.0,1680,0,5043,1.5,0,4,1911,0,366350.0
5499,2338800161,20150106T000000,98166,47.4646,-122.361,2,1.0,910,480,8336,1.0,0,4,1946,0,365000.0
5500,855700170,20150225T000000,98034,47.728,-122.206,4,2.25,2240,0,8322,2.0,0,3,1979,0,482000.0
5501,1431700250,20140516T000000,98058,47.4604,-122.17,4,1.0,1980,0,7991,1.5,0,3,1962,0,345000.0
5502,7942601410,20140514T000000,98122,47.6051,-122.311,3,1.75,1830,0,5120,1.5,0,5,1903,0,682000.0
5503,4151800420,20140815T000000,98033,47.6643,-122.20299999999999,3,1.75,980,0,6002,1.0,0,4,1942,0,657500.0
5504,5700003280,20150419T000000,98144,47.5719,-122.28399999999999,6,2.5,3550,0,6533,2.0,0,3,1925,0,895000.0
5505,1105000780,20150403T000000,98118,47.5391,-122.274,3,1.5,920,740,5665,1.0,0,5,1918,0,425000.0
5506,4046400440,20140806T000000,98008,47.5931,-122.116,4,2.5,2040,450,8750,2.0,0,3,1976,0,532500.0
5507,1089700010,20141008T000000,98011,47.7366,-122.204,4,2.5,2329,0,9436,2.0,0,3,1995,0,540000.0
5508,2600040130,20140711T000000,98006,47.5541,-122.162,3,2.25,1790,0,9580,2.0,0,3,1984,0,578000.0
5509,8121100715,20150209T000000,98118,47.5694,-122.28299999999999,3,3.0,1840,990,6041,2.0,0,3,1915,0,1086000.0
5510,1771000440,20140904T000000,98077,47.7429,-122.072,3,1.0,1160,0,9750,1.0,0,3,1968,0,322500.0
5511,7875200005,20150115T000000,98003,47.3217,-122.31700000000001,3,1.0,1000,0,10560,1.0,0,3,1955,0,140000.0
5512,1822069109,20140910T000000,98042,47.388999999999996,-122.088,3,2.5,1820,720,51836,1.0,0,4,1976,0,485000.0
5513,9283800050,20140819T000000,98010,47.3351,-122.044,2,1.5,1440,310,19709,1.5,0,4,1978,0,575000.0
5514,238000244,20140617T000000,98188,47.4326,-122.286,3,2.5,2890,0,21780,2.0,0,3,2000,0,421000.0
5515,7972600430,20150311T000000,98106,47.5309,-122.34700000000001,4,2.0,1200,670,3497,1.0,0,3,1954,0,355000.0
5516,6204200470,20150318T000000,98011,47.7355,-122.20200000000001,4,2.25,2200,0,6967,2.0,0,3,1986,0,515000.0
5517,123039420,20150428T000000,98146,47.5063,-122.369,3,1.0,1300,0,7200,1.0,0,4,1952,0,309000.0
5518,1525059215,20150224T000000,98005,47.65,-122.155,5,2.25,2530,880,35536,2.0,0,3,1974,0,815000.0
5519,1787600094,20141106T000000,98125,47.724,-122.323,3,1.0,1160,0,7875,1.0,0,3,1953,0,285000.0
5520,2877101100,20141110T000000,98117,47.6776,-122.36,3,1.75,2100,0,5000,1.5,0,3,1916,0,700000.0
5521,9406550050,20150330T000000,98038,47.3643,-122.041,3,2.5,1490,0,8628,2.0,0,3,1994,0,289000.0
5522,826069016,20141212T000000,98077,47.7509,-122.056,4,3.0,3280,0,62726,1.5,0,3,1979,0,458000.0
5523,8732030080,20140818T000000,98023,47.3093,-122.385,3,1.75,1450,0,8378,1.0,0,4,1978,0,230000.0
5524,2231000020,20140812T000000,98133,47.7715,-122.34,3,2.5,1420,510,7120,1.0,0,4,1961,0,432500.0
5525,9407000840,20140731T000000,98045,47.4448,-121.77,3,1.75,1040,620,10440,1.0,0,3,1978,0,288000.0
5526,1775800290,20140801T000000,98072,47.7412,-122.095,3,1.75,1260,0,12330,1.0,0,3,1968,0,354000.0
5527,3821200050,20140604T000000,98019,47.7346,-121.98299999999999,3,1.0,1170,0,11000,1.0,0,2,1980,0,119500.0
5528,3224510080,20141120T000000,98006,47.56,-122.132,4,3.0,2020,1330,23781,1.0,0,4,1979,0,805000.0
5529,3626039415,20140611T000000,98133,47.7027,-122.35700000000001,3,2.5,1420,0,2581,3.0,0,3,2004,0,435000.0
5530,9262800294,20140922T000000,98001,47.3087,-122.264,3,1.75,1630,540,10018,1.0,0,4,1978,0,260000.0
5531,127100005,20150401T000000,98133,47.7744,-122.338,4,1.75,900,900,8385,1.0,0,5,1950,0,377000.0
5532,3905040170,20150320T000000,98029,47.5719,-121.999,4,2.5,2000,0,7376,2.0,0,3,1990,0,602000.0
5533,148000680,20141027T000000,98116,47.5734,-122.412,3,1.75,960,700,4800,1.0,0,3,1941,1996,530000.0
5534,458000235,20150325T000000,98117,47.6886,-122.375,4,2.0,770,770,3740,1.0,0,4,1946,0,525000.0
5535,1445200050,20141110T000000,98155,47.768,-122.315,2,1.5,890,270,1086,2.0,0,3,2006,0,250000.0
5536,7950300005,20140528T000000,98118,47.5677,-122.281,3,1.0,1700,0,6356,1.5,0,3,1907,0,681000.0
5537,2726049169,20140905T000000,98125,47.706,-122.29,3,1.75,1580,0,20588,1.0,0,3,1970,0,625000.0
5538,8944550050,20150508T000000,98118,47.5412,-122.286,3,2.5,2080,0,3920,2.0,0,3,2010,0,448500.0
5539,623049341,20141022T000000,98146,47.5113,-122.34700000000001,3,2.0,1030,0,7260,1.0,0,3,1947,0,260000.0
5540,7922900380,20141030T000000,98008,47.5862,-122.118,3,1.75,1020,750,8050,1.0,0,4,1963,0,538000.0
5541,2248000080,20140521T000000,98011,47.7605,-122.21700000000001,3,2.0,1120,420,7947,1.0,0,3,1961,0,385500.0
5542,9406540050,20140905T000000,98038,47.3768,-122.02799999999999,4,2.5,2650,0,6000,2.0,0,3,2000,0,428400.0
5543,5416100190,20140729T000000,98022,47.1896,-122.014,4,2.75,2690,0,9240,2.0,0,3,1998,0,346290.0
5544,7215720680,20150203T000000,98075,47.5994,-122.01700000000001,4,2.75,2210,0,8430,2.0,0,3,1999,0,587000.0
5545,4307330280,20140820T000000,98056,47.4811,-122.182,4,2.5,2390,0,6775,2.0,0,3,2003,0,355000.0
5546,1562000050,20150428T000000,98007,47.6208,-122.139,5,2.75,1480,1100,7865,1.0,0,4,1964,0,650000.0
5547,4307320280,20140730T000000,98056,47.4799,-122.18299999999999,4,2.5,2160,0,5455,2.0,0,3,2003,0,340000.0
5548,569000050,20140703T000000,98052,47.6623,-122.152,4,2.5,1430,800,8624,1.0,0,4,1969,0,565000.0
5549,5700000595,20150219T000000,98144,47.5787,-122.29299999999999,4,2.0,2000,0,5000,1.5,0,5,1925,0,630000.0
5550,8029200190,20141107T000000,98022,47.2094,-121.99600000000001,3,1.0,1280,0,7198,1.0,0,5,1916,1983,227000.0
5551,2896000680,20140729T000000,98052,47.6745,-122.14399999999999,4,2.75,1640,1170,17674,1.0,0,4,1978,0,600000.0
5552,9328500680,20150202T000000,98008,47.641000000000005,-122.113,4,1.75,1680,0,6758,1.0,0,3,1974,0,540400.0
5553,3295730050,20141001T000000,98033,47.6952,-122.18799999999999,3,2.5,2150,0,8060,2.0,0,3,1995,0,569000.0
5554,3629970130,20140710T000000,98029,47.5527,-121.992,3,2.5,2820,0,8159,2.0,0,3,2004,0,735000.0
5555,3574801310,20141216T000000,98034,47.7305,-122.225,3,2.25,1210,540,9353,1.0,0,3,1987,0,434000.0
5556,4083802195,20150319T000000,98103,47.6626,-122.337,2,2.0,1000,60,4000,1.0,0,2,1914,0,578888.0
5557,9238500480,20140523T000000,98072,47.775,-122.139,4,2.75,2430,0,20720,1.0,0,3,1967,0,465425.0
5558,9264910280,20150422T000000,98023,47.3078,-122.337,4,2.75,1590,1070,7754,1.5,0,3,1986,0,280500.0
5559,3630120380,20150205T000000,98029,47.5545,-122.00299999999999,2,2.0,1670,0,3507,1.0,0,3,2007,0,539950.0
5560,424069088,20140904T000000,98075,47.5951,-122.036,3,2.0,1380,0,15426,1.0,0,4,1968,0,406430.0
5561,2954400020,20150205T000000,98053,47.669,-122.06700000000001,4,3.75,4160,0,35000,2.0,0,3,1991,0,1150000.0
5562,2154550020,20141111T000000,98031,47.4102,-122.195,3,2.5,1790,0,6191,2.0,0,3,1992,0,250000.0
5563,5420800010,20140508T000000,98030,47.3491,-122.177,3,2.5,1460,480,8547,1.0,0,3,1989,0,266000.0
5564,2459950010,20140722T000000,98058,47.434,-122.154,3,2.0,1390,0,7200,1.0,0,3,1996,0,258000.0
5565,4019301300,20141223T000000,98155,47.7584,-122.271,3,2.0,1200,1000,21890,1.0,0,3,1961,0,472000.0
5566,3179100480,20140806T000000,98105,47.6694,-122.279,3,2.25,1264,0,1536,2.0,0,3,2003,0,530000.0
5567,7942601155,20140722T000000,98122,47.6058,-122.31299999999999,2,1.0,1095,0,5120,1.5,0,3,1901,0,302282.0
5568,2493200235,20150311T000000,98136,47.5282,-122.384,2,1.0,750,100,6213,1.0,0,3,1916,0,370000.0
5569,6338000014,20141013T000000,98105,47.6714,-122.28,4,2.0,1170,590,5307,1.5,0,4,1948,0,625000.0
5570,1735800050,20150409T000000,98002,47.3109,-122.225,1,1.0,690,0,6825,1.0,0,4,1917,0,142500.0
5571,2783100050,20150121T000000,98133,47.7569,-122.334,3,1.75,1400,0,7405,1.0,0,3,1961,0,334000.0
5572,1604600095,20140708T000000,98118,47.5622,-122.291,5,3.0,1810,0,3000,2.0,0,3,1998,0,362000.0
5573,3080000005,20150417T000000,98144,47.5798,-122.306,2,1.0,950,360,4000,1.0,0,3,1942,0,181000.0
5574,2268000470,20141231T000000,98003,47.2738,-122.301,3,1.0,1400,0,10425,1.0,0,4,1968,0,241500.0
5575,807800190,20150204T000000,98030,47.3594,-122.175,3,1.75,1180,1170,12720,1.0,0,4,1964,0,245000.0
5576,1274500170,20150506T000000,98042,47.3626,-122.111,3,1.0,1150,0,8848,1.0,0,3,1968,0,227500.0
5577,8857600780,20141003T000000,98032,47.3839,-122.288,5,1.5,1710,0,8100,1.5,0,4,1961,0,158550.0
5578,5145000130,20140925T000000,98034,47.7262,-122.22200000000001,3,2.25,1130,530,10247,1.0,0,5,1968,0,450000.0
5579,3288200470,20150204T000000,98034,47.7282,-122.186,3,1.75,1950,0,10080,1.0,0,4,1967,0,485000.0
5580,1771000950,20141106T000000,98077,47.7419,-122.073,4,1.75,1780,0,9794,1.0,0,3,1967,0,353000.0
5581,3818400050,20150406T000000,98028,47.7721,-122.235,4,3.0,2450,0,4668,2.0,0,3,2004,0,500000.0
5582,537000130,20140908T000000,98003,47.3291,-122.304,1,2.25,1560,500,10600,1.5,0,3,1927,1983,360000.0
5583,5127000420,20150223T000000,98059,47.4755,-122.15700000000001,3,1.5,1540,0,11858,1.0,0,4,1966,0,357500.0
5584,8656300380,20140506T000000,98014,47.6553,-121.912,3,2.5,1650,0,13816,2.0,0,3,1998,0,272000.0
5585,6632300161,20150428T000000,98125,47.7304,-122.30799999999999,3,1.0,1160,0,7854,1.0,0,3,1960,0,422000.0
5586,622100130,20140917T000000,98072,47.7648,-122.15899999999999,2,2.0,1440,0,15000,1.0,0,3,1985,0,365000.0
5587,4028900048,20140821T000000,98155,47.7591,-122.295,3,1.75,1610,540,13789,1.0,0,4,1966,0,450000.0
5588,411100005,20140922T000000,98155,47.7412,-122.32700000000001,2,1.0,1060,0,6504,1.0,0,3,1950,0,275053.0
5589,6447300225,20141106T000000,98039,47.6144,-122.228,3,2.75,2620,0,17919,1.0,0,4,1949,0,1880000.0
5590,5739600427,20150311T000000,98004,47.6023,-122.205,3,1.75,960,670,9000,1.0,0,3,1955,0,725000.0
5591,5412310080,20140612T000000,98030,47.3764,-122.179,3,1.75,1500,340,9697,1.0,0,4,1985,0,235000.0
5592,2726049071,20141211T000000,98125,47.7076,-122.28399999999999,2,1.0,820,0,4206,1.0,0,3,1949,0,510000.0
5593,2726049071,20150408T000000,98125,47.7076,-122.28399999999999,2,1.0,820,0,4206,1.0,0,3,1949,0,489950.0
5594,3764650050,20140730T000000,98034,47.732,-122.197,3,2.5,2010,0,4195,2.0,0,3,1998,0,463000.0
5595,3905030480,20140617T000000,98029,47.5712,-121.995,4,2.25,1990,0,5948,2.0,0,3,1991,0,536000.0
5596,2345700500,20141021T000000,98003,47.2612,-122.294,4,2.5,2990,0,6145,2.0,0,3,2003,0,375000.0
5597,8650300130,20140908T000000,98034,47.7034,-122.236,4,2.5,2540,0,4727,2.0,0,3,1999,0,630000.0
5598,2923049372,20140506T000000,98148,47.4476,-122.33200000000001,3,2.25,1140,500,14374,1.0,0,4,1963,0,362000.0
5599,5437200080,20150204T000000,98003,47.3381,-122.33200000000001,4,2.75,1490,1010,11659,1.0,0,3,1979,0,350000.0
5600,9808100185,20141003T000000,98004,47.6462,-122.212,4,3.5,4020,0,13515,2.0,0,3,2001,0,1691000.0
5601,4337000285,20150224T000000,98166,47.4809,-122.335,3,2.0,1390,110,8775,1.0,0,3,1943,0,255000.0
5602,2891000010,20140806T000000,98002,47.3262,-122.211,4,2.5,1088,506,7665,1.0,0,5,1975,0,269000.0
5603,7224000545,20140825T000000,98055,47.4871,-122.20299999999999,4,3.0,2130,0,4838,1.5,0,4,1930,0,370000.0
5604,3243100080,20150501T000000,98059,47.4852,-122.125,3,1.0,1130,0,7920,1.0,0,3,1961,0,270000.0
5605,3925000020,20150224T000000,98022,47.2132,-122.001,3,2.0,1690,0,9516,1.0,0,3,1997,0,265000.0
5606,546000020,20150429T000000,98117,47.6901,-122.382,2,1.0,960,480,4046,1.0,0,3,1946,0,487000.0
5607,8651611060,20140804T000000,98074,47.6346,-122.06299999999999,4,3.25,3270,0,6027,2.0,0,3,2001,0,835000.0
5608,3024079063,20140701T000000,98027,47.5435,-121.96600000000001,4,3.25,2200,2150,112750,1.0,0,3,2006,0,850000.0
5609,3039000050,20141201T000000,98033,47.7024,-122.198,4,2.75,1020,590,11201,1.0,0,5,1982,0,575000.0
5610,1839900080,20140712T000000,98034,47.7193,-122.184,3,1.0,950,0,8000,1.0,0,3,1968,0,335000.0
5611,4024101434,20140808T000000,98155,47.7601,-122.307,3,1.0,1010,0,7200,1.0,0,5,1948,0,318000.0
5612,2824069142,20150409T000000,98027,47.5356,-122.046,3,2.0,1420,0,11325,1.0,0,3,1980,0,510000.0
5613,2618300080,20140502T000000,98042,47.4225,-122.15299999999999,3,1.5,1200,0,9720,1.0,0,4,1965,0,242500.0
5614,7785000010,20141204T000000,98040,47.5763,-122.219,5,2.25,1010,1010,8400,1.0,0,4,1963,0,750000.0
5615,4307330050,20140721T000000,98056,47.4792,-122.181,5,3.5,3390,0,7950,2.0,0,3,2003,0,439900.0
5616,2867100005,20150407T000000,98119,47.6442,-122.369,2,1.0,1460,240,3040,1.5,0,3,1914,0,710000.0
5617,3880900010,20140604T000000,98119,47.6285,-122.361,5,3.25,2760,650,9088,2.0,0,3,1912,0,2400000.0
5618,5255710010,20141215T000000,98011,47.7726,-122.197,3,1.75,1630,400,13700,1.0,0,3,1976,0,435000.0
5619,3213200314,20141226T000000,98115,47.6723,-122.26299999999999,4,2.75,1560,1300,6867,1.0,0,5,1946,0,874000.0
5620,9834200950,20140616T000000,98144,47.571999999999996,-122.289,4,1.75,870,820,4080,1.0,0,4,1984,0,385000.0
5621,3806000005,20141030T000000,98055,47.4836,-122.214,2,1.0,760,0,4746,1.0,0,3,1930,0,110000.0
5622,6204400170,20140620T000000,98011,47.7357,-122.197,3,1.75,1210,570,8085,1.0,0,3,1976,0,477000.0
5623,2491200675,20140912T000000,98126,47.5222,-122.37899999999999,3,2.0,1550,0,6394,1.5,0,5,1918,0,500000.0
5624,98020480,20140828T000000,98075,47.581,-121.971,4,2.5,4090,0,11225,2.0,0,3,2005,0,885000.0
5625,8068000585,20140827T000000,98178,47.5071,-122.265,2,1.0,880,0,5600,1.0,0,5,1955,0,235000.0
5626,4345000170,20150504T000000,98030,47.365,-122.184,3,2.75,880,440,15236,1.0,0,3,1995,0,210000.0
5627,3101500010,20150420T000000,98144,47.5728,-122.31200000000001,2,1.0,950,0,4000,1.0,0,3,1910,0,320000.0
5628,3291800660,20150313T000000,98056,47.4892,-122.181,3,1.75,1390,0,7904,1.0,0,3,1985,0,406000.0
5629,3541600235,20141028T000000,98166,47.4781,-122.35700000000001,3,1.75,1220,680,10225,1.0,0,4,1963,0,350000.0
5630,2923039217,20140610T000000,98070,47.4491,-122.45299999999999,2,0.75,1392,0,43710,1.5,0,4,1978,0,350000.0
5631,7852010290,20140710T000000,98065,47.535,-121.867,4,2.5,3340,0,8930,2.0,0,3,1999,0,720000.0
5632,7695450010,20140522T000000,98198,47.3566,-122.32,4,2.75,1720,1030,14982,1.0,0,3,1981,0,604700.0
5633,3424069145,20140925T000000,98027,47.5271,-122.036,3,1.0,1400,0,5662,1.5,0,5,1920,0,343000.0
5634,3578400500,20141209T000000,98074,47.6212,-122.04299999999999,3,2.25,1280,940,15757,1.0,0,3,1982,0,558000.0
5635,4365200895,20150417T000000,98126,47.5216,-122.374,4,1.0,1210,0,7740,1.5,0,3,1922,0,364000.0
5636,4027700321,20141028T000000,98155,47.7759,-122.272,3,1.75,1290,1100,11242,1.0,0,3,1959,0,420000.0
5637,7923600250,20150515T000000,98007,47.5951,-122.14399999999999,5,2.0,1870,0,7344,1.5,0,3,1960,0,450000.0
5638,8122100290,20140813T000000,98126,47.5375,-122.374,2,1.5,810,130,5000,1.0,0,4,1925,0,392000.0
5639,7224000980,20140610T000000,98055,47.4904,-122.20299999999999,4,1.0,860,260,2685,1.0,0,3,1939,0,100000.0
5640,9521100280,20140612T000000,98103,47.6619,-122.352,3,2.5,1250,0,1103,3.0,0,3,2005,0,480000.0
5641,7875400050,20140827T000000,98003,47.3217,-122.318,3,1.5,1060,0,9225,1.0,0,4,1955,0,212000.0
5642,6204420290,20141203T000000,98011,47.7372,-122.2,5,2.5,1600,810,8960,1.0,0,5,1978,0,560000.0
5643,1041440050,20150428T000000,98092,47.3259,-122.167,5,2.75,2844,0,3990,2.0,0,3,2013,0,359950.0
5644,1626069178,20140910T000000,98077,47.7409,-122.052,4,2.5,1330,870,110642,1.0,0,5,1979,0,535000.0
5645,3342101937,20150410T000000,98056,47.5201,-122.204,5,4.0,2830,630,5400,2.0,0,3,2012,0,980000.0
5646,9178601630,20141113T000000,98103,47.6541,-122.329,2,1.0,1580,0,2199,2.0,0,3,1921,1995,720000.0
5647,5273200080,20140929T000000,98115,47.6796,-122.279,2,1.0,920,600,5400,1.0,0,3,1951,0,619950.0
5648,7701930010,20140530T000000,98058,47.448,-122.088,3,2.5,2260,0,19821,2.0,0,3,1994,0,489000.0
5649,6820100010,20140616T000000,98115,47.6833,-122.31200000000001,4,2.0,1000,800,2970,1.0,0,4,1923,0,415000.0
5650,3066400130,20150415T000000,98074,47.6304,-122.051,4,2.5,2650,0,11108,2.0,0,3,1987,0,672500.0
5651,339600010,20141017T000000,98052,47.6834,-122.09700000000001,3,1.0,1000,0,4171,1.0,0,3,1985,0,352500.0
5652,3391900130,20140903T000000,98003,47.3282,-122.33200000000001,4,2.0,1150,1150,8400,1.0,0,4,1962,0,258750.0
5653,7283900010,20150223T000000,98133,47.7637,-122.351,3,1.0,1080,0,7000,1.0,0,4,1916,0,350000.0
5654,1113000430,20140729T000000,98198,47.363,-122.30799999999999,3,1.0,902,0,10464,1.0,0,3,1965,0,152000.0
5655,5101405276,20140609T000000,98115,47.6997,-122.305,2,1.0,730,0,7528,1.0,0,3,1946,0,378500.0
5656,7796100050,20140730T000000,98033,47.6634,-122.17200000000001,4,1.75,2600,0,41041,1.5,0,4,1965,0,1017000.0
5657,2207200675,20140502T000000,98007,47.6022,-122.134,3,1.5,1570,0,6700,1.0,0,4,1956,0,419000.0
5658,3622910190,20140521T000000,98040,47.5528,-122.229,5,3.0,1970,906,13927,1.0,0,4,1973,0,895000.0
5659,9346930250,20140926T000000,98006,47.5617,-122.13,4,2.25,1780,510,9546,1.0,0,4,1976,0,668500.0
5660,3886000010,20140821T000000,98033,47.6874,-122.165,2,2.5,1470,0,2533,2.0,0,3,2005,0,487000.0
5661,6326000130,20141202T000000,98146,47.4979,-122.37100000000001,3,3.5,1970,650,10137,2.0,0,3,1992,0,538000.0
5662,686900010,20140528T000000,98004,47.6348,-122.196,5,1.5,1450,1230,28014,1.0,0,4,1963,0,898000.0
5663,1310000130,20140924T000000,98003,47.3391,-122.309,4,2.0,2020,0,7767,1.0,0,3,1995,0,315000.0
5664,139000185,20150428T000000,98116,47.5865,-122.397,3,2.5,2100,0,4440,2.0,0,3,1945,0,800000.0
5665,4039000050,20140714T000000,98008,47.6183,-122.113,3,1.75,1510,0,8250,1.0,0,4,1962,0,516130.0
5666,9253900417,20150128T000000,98008,47.5894,-122.111,3,2.5,1790,1060,19593,1.5,1,3,1978,0,1600000.0
5667,4128500380,20150427T000000,98006,47.5588,-122.124,4,2.5,3400,880,12796,2.0,0,3,1999,0,1200000.0
5668,8159300050,20150312T000000,98198,47.4005,-122.311,4,2.5,1678,1560,9112,1.0,0,4,1979,0,355425.0
5669,1338600185,20140624T000000,98112,47.6313,-122.303,3,2.5,2740,0,5925,2.0,0,3,1913,1992,1157400.0
5670,7625703900,20140926T000000,98136,47.5434,-122.395,4,2.5,2020,0,9600,2.0,0,4,1954,0,689000.0
5671,2767700022,20150113T000000,98107,47.67,-122.389,3,3.25,1520,0,1500,3.0,0,3,2000,0,500000.0
5672,3914000095,20140718T000000,98001,47.3117,-122.25399999999999,5,2.5,2300,1560,42733,1.0,0,4,1955,0,430000.0
5673,7334501410,20141121T000000,98045,47.4629,-121.743,4,2.25,1080,520,15312,1.0,0,4,1979,0,299500.0
5674,2597710050,20140624T000000,98058,47.4289,-122.164,4,2.5,2090,0,5289,2.0,0,3,1989,0,349950.0
5675,7933250050,20141028T000000,98004,47.6349,-122.204,5,3.25,3120,900,4500,2.0,0,3,2010,0,1419000.0
5676,2600140500,20141216T000000,98006,47.5465,-122.155,4,2.25,2910,0,10189,2.0,0,3,1988,0,998000.0
5677,3876810170,20150505T000000,98072,47.7423,-122.17299999999999,3,1.0,900,0,9600,1.0,0,4,1970,0,329000.0
5678,3740000010,20141009T000000,98033,47.6875,-122.20200000000001,3,1.75,1720,0,5956,2.0,0,3,1981,0,575000.0
5679,6895300050,20141002T000000,98133,47.7515,-122.353,5,2.25,2600,430,9430,2.0,0,4,1961,0,529900.0
5680,6645900010,20141120T000000,98004,47.6367,-122.206,4,2.5,2380,650,10189,1.0,0,3,2003,0,1470000.0
5681,9413600380,20140801T000000,98033,47.6531,-122.196,4,1.75,1450,740,9400,1.0,0,4,1962,0,725000.0
5682,2115720500,20141023T000000,98023,47.3196,-122.395,3,2.5,1680,0,5000,2.0,0,3,1987,0,286000.0
