EmployeeID,Turnover,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,Wages,CompaniesWorked,OverTime,SalaryHike,PerfoRating,StockOption,TotalWorkingYears,TrainingLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
481,No,36,Travel_Frequently,Sales,3,4,Medical,1,Male,2,Sales Executive,4,Married,9699,4,No,11,3,Yes,16,2,3,13,9,1,12
482,No,57,Travel_Rarely,Research & Development,1,4,Medical,4,Male,3,Healthcare Representative,3,Married,6755,2,No,11,3,No,15,2,3,3,2,1,2
483,No,40,Travel_Rarely,Research & Development,10,4,Life Sciences,4,Female,4,Laboratory Technician,3,Married,2213,3,Yes,13,3,Yes,10,3,3,7,7,1,7
484,No,21,Non-Travel,Sales,9,2,Medical,1,Male,3,Sales Representative,4,Single,2610,1,No,24,4,No,3,3,2,3,2,2,2
485,Yes,33,Travel_Rarely,Sales,5,3,Marketing,4,Female,3,Sales Representative,3,Single,2851,1,Yes,13,3,No,1,2,3,1,0,0,0
486,No,37,Travel_Rarely,Research & Development,10,3,Medical,3,Female,3,Laboratory Technician,1,Married,3452,6,No,20,4,Yes,17,3,3,5,4,0,3
487,No,46,Non-Travel,Research & Development,7,4,Medical,3,Female,3,Manufacturing Director,3,Married,5258,2,No,14,3,No,7,2,4,1,0,0,0
488,Yes,41,Travel_Frequently,Sales,4,3,Marketing,1,Male,3,Sales Executive,2,Single,9355,1,No,18,3,No,8,5,3,8,7,7,7
491,No,50,Travel_Rarely,Research & Development,10,3,Technical Degree,4,Male,2,Healthcare Representative,4,Single,10496,6,No,15,3,No,20,2,3,4,3,1,3
492,Yes,40,Travel_Rarely,Sales,22,2,Marketing,3,Male,2,Sales Executive,3,Married,6380,2,Yes,12,3,Yes,8,6,3,6,4,1,0
493,No,31,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,2,Research Scientist,2,Single,2657,0,Yes,16,3,No,3,5,3,2,2,2,2
494,Yes,21,Travel_Rarely,Sales,12,3,Life Sciences,3,Female,4,Sales Representative,2,Single,2716,1,No,15,3,No,1,0,3,1,0,0,0
495,No,29,Travel_Rarely,Research & Development,23,3,Life Sciences,4,Male,3,Research Scientist,4,Single,2201,9,No,16,3,No,6,4,3,3,2,1,2
496,No,35,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,2,Healthcare Representative,2,Single,6540,9,No,19,3,No,10,5,3,1,1,0,0
497,No,27,Travel_Rarely,Research & Development,1,2,Medical,4,Male,3,Laboratory Technician,2,Divorced,3816,1,No,11,3,Yes,5,2,3,5,2,0,4
498,No,28,Travel_Rarely,Sales,9,4,Life Sciences,2,Male,3,Sales Executive,4,Single,5253,1,No,16,3,No,7,1,3,7,5,0,7
499,No,49,Travel_Rarely,Research & Development,7,3,Other,2,Male,2,Healthcare Representative,3,Single,10965,8,No,24,4,No,26,2,3,5,2,0,0
500,No,51,Travel_Rarely,Sales,14,2,Life Sciences,3,Female,3,Sales Executive,4,Married,4936,4,No,11,3,Yes,18,2,2,7,7,0,7
501,No,36,Travel_Rarely,Research & Development,2,3,Life Sciences,4,Female,3,Research Scientist,3,Married,2543,4,No,13,3,Yes,6,3,3,2,2,2,2
502,Yes,34,Non-Travel,Sales,19,3,Marketing,1,Male,4,Sales Executive,4,Single,5304,8,Yes,13,3,No,9,3,2,5,2,0,4
505,No,55,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,3,Manager,4,Single,16659,2,Yes,13,3,No,30,2,3,5,4,1,2
507,No,24,Travel_Rarely,Sales,10,4,Marketing,4,Female,3,Sales Executive,3,Divorced,4260,1,Yes,12,3,Yes,5,2,4,5,2,0,3
508,No,30,Travel_Rarely,Sales,2,1,Technical Degree,3,Male,3,Sales Representative,2,Married,2476,1,No,18,3,Yes,1,3,3,1,0,0,0
510,Yes,26,Travel_Frequently,Research & Development,3,1,Technical Degree,3,Male,3,Research Scientist,1,Single,3102,0,No,22,4,No,7,2,3,6,4,0,4
511,No,22,Travel_Rarely,Research & Development,11,3,Medical,1,Female,3,Research Scientist,2,Married,2244,1,No,13,3,Yes,2,1,3,2,1,1,2
513,No,36,Travel_Rarely,Sales,2,2,Medical,2,Male,2,Sales Executive,3,Married,7596,1,No,13,3,Yes,10,2,3,10,9,9,0
514,Yes,30,Travel_Frequently,Research & Development,4,3,Technical Degree,3,Male,3,Research Scientist,4,Single,2285,9,Yes,23,4,No,3,4,3,1,0,0,0
515,No,37,Travel_Rarely,Research & Development,14,3,Life Sciences,4,Female,3,Laboratory Technician,1,Divorced,3034,1,No,12,3,Yes,18,2,2,18,7,12,17
516,No,40,Travel_Rarely,Sales,2,2,Marketing,4,Female,3,Sales Executive,2,Divorced,5715,7,No,12,3,Yes,8,5,3,5,4,1,3
517,No,42,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,3,Laboratory Technician,1,Divorced,2576,3,No,16,3,Yes,8,5,3,5,2,1,2
518,No,37,Travel_Rarely,Research & Development,10,4,Life Sciences,3,Male,3,Manufacturing Director,2,Single,4197,2,Yes,12,3,No,18,2,2,1,0,0,1
520,No,43,Travel_Rarely,Research & Development,12,3,Life Sciences,1,Male,2,Research Director,2,Divorced,14336,1,No,11,3,Yes,25,3,3,25,10,3,9
521,No,40,Travel_Rarely,Research & Development,2,3,Medical,2,Female,2,Laboratory Technician,3,Married,3448,6,No,22,4,Yes,20,3,3,1,0,0,0
522,No,54,Travel_Rarely,Research & Development,5,2,Medical,1,Male,3,Research Director,1,Married,19406,4,No,11,3,Yes,24,4,2,4,2,1,2
523,No,34,Non-Travel,Sales,4,4,Marketing,3,Female,3,Sales Executive,3,Married,6538,9,No,15,3,Yes,6,3,3,3,2,1,2
524,No,31,Travel_Rarely,Research & Development,7,2,Medical,2,Female,3,Manufacturing Director,1,Married,4306,1,No,12,3,Yes,13,5,1,13,10,3,12
525,No,43,Travel_Frequently,Research & Development,21,3,Medical,4,Male,3,Laboratory Technician,4,Married,2258,7,No,20,4,Yes,8,1,3,3,2,1,2
526,No,43,Travel_Rarely,Research & Development,8,4,Other,3,Female,3,Healthcare Representative,3,Divorced,4522,4,Yes,14,3,No,8,3,3,5,2,0,2
527,No,25,Travel_Rarely,Sales,4,2,Life Sciences,2,Female,2,Sales Executive,4,Single,4487,1,Yes,11,3,No,5,3,3,5,4,1,3
529,No,37,Non-Travel,Research & Development,25,5,Medical,2,Female,3,Research Scientist,3,Married,4449,3,Yes,15,3,Yes,15,2,3,13,11,10,7
530,No,31,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,2,Laboratory Technician,1,Married,2218,1,No,12,3,Yes,4,3,3,4,2,3,2
531,No,39,Travel_Frequently,Research & Development,1,1,Life Sciences,2,Male,3,Manager,3,Divorced,19197,1,Yes,14,3,Yes,21,3,3,21,8,1,6
532,No,56,Travel_Frequently,Sales,6,3,Life Sciences,3,Female,4,Sales Executive,1,Married,13212,9,No,11,3,Yes,36,0,2,7,7,7,7
533,No,30,Travel_Rarely,Sales,12,3,Technical Degree,2,Female,3,Sales Executive,3,Single,6577,0,No,11,3,No,6,6,3,5,4,4,4
534,No,41,Travel_Rarely,Sales,1,3,Marketing,2,Male,4,Sales Executive,1,Married,8392,1,No,16,3,Yes,10,2,3,10,7,0,7
536,No,28,Travel_Rarely,Research & Development,17,2,Medical,3,Male,3,Laboratory Technician,1,Divorced,4558,1,No,12,3,Yes,10,2,3,10,0,1,8
538,Yes,25,Travel_Rarely,Research & Development,3,3,Medical,1,Male,3,Laboratory Technician,1,Married,4031,5,No,13,3,Yes,6,5,3,2,2,0,2
543,No,52,Travel_Rarely,Research & Development,3,3,Medical,4,Male,2,Manufacturing Director,3,Married,7969,2,Yes,14,3,No,28,4,3,5,4,0,4
544,No,45,Travel_Rarely,Research & Development,10,2,Life Sciences,1,Male,3,Research Scientist,4,Married,2654,3,No,21,4,Yes,8,3,2,2,2,0,2
546,No,52,Travel_Rarely,Research & Development,4,2,Life Sciences,4,Female,3,Manager,4,Married,16555,2,No,13,3,No,31,2,1,5,2,1,4
547,No,42,Travel_Frequently,Research & Development,29,2,Life Sciences,1,Female,3,Research Scientist,3,Divorced,4556,2,No,11,3,Yes,19,3,3,5,4,0,2
548,No,30,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,1,Manufacturing Director,4,Single,6091,2,No,20,4,No,11,2,3,5,4,0,2
549,No,60,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Female,3,Manager,1,Married,19566,5,No,11,3,No,33,5,1,29,8,11,10
550,No,46,Travel_Rarely,Research & Development,18,3,Medical,3,Female,3,Manufacturing Director,3,Divorced,4810,2,No,14,3,Yes,19,5,2,10,7,0,8
551,No,42,Travel_Frequently,Research & Development,28,4,Technical Degree,4,Female,2,Healthcare Representative,4,Married,4523,0,No,11,3,Yes,7,4,4,6,5,0,4
554,Yes,24,Travel_Rarely,Sales,1,1,Technical Degree,1,Female,3,Sales Representative,2,Single,3202,1,Yes,16,3,No,6,4,3,5,3,1,4
555,Yes,34,Travel_Frequently,Sales,6,2,Marketing,4,Female,1,Sales Representative,3,Divorced,2351,0,No,16,3,Yes,3,3,2,2,2,1,0
556,No,38,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,3,Laboratory Technician,4,Married,1702,1,Yes,23,4,Yes,1,3,3,1,0,0,0
558,No,40,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,Manager,3,Married,18041,0,No,14,3,No,21,2,3,20,15,1,12
560,No,26,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,3,Research Scientist,4,Divorced,2886,1,No,22,4,Yes,3,3,1,3,2,0,2
562,No,30,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,3,Laboratory Technician,4,Married,2097,4,No,15,3,Yes,9,3,1,5,3,1,4
564,No,29,Travel_Rarely,Research & Development,3,4,Medical,2,Male,2,Research Director,3,Married,11935,1,No,18,3,No,10,2,3,10,2,0,7
565,Yes,29,Travel_Rarely,Research & Development,25,5,Technical Degree,3,Female,2,Research Scientist,2,Married,2546,5,No,16,3,No,6,2,4,2,2,1,1
566,Yes,19,Travel_Rarely,Human Resources,2,2,Technical Degree,1,Male,2,Human Resources,4,Single,2564,1,No,12,3,No,1,3,4,1,0,0,0
567,No,30,Non-Travel,Sales,22,4,Other,3,Female,3,Sales Executive,1,Married,8412,0,No,11,3,No,10,3,3,9,8,7,8
568,No,57,Travel_Rarely,Sales,29,3,Marketing,1,Male,2,Manager,4,Divorced,14118,3,No,12,3,Yes,32,3,2,1,0,0,0
569,No,50,Travel_Rarely,Research & Development,29,4,Life Sciences,2,Male,2,Manager,3,Married,17046,0,No,15,3,Yes,28,2,3,27,10,15,7
571,No,30,Non-Travel,Research & Development,2,3,Medical,3,Female,3,Laboratory Technician,4,Single,2564,0,No,14,3,No,12,2,2,11,7,6,7
573,No,60,Travel_Frequently,Sales,28,3,Marketing,3,Female,2,Sales Executive,1,Married,10266,4,No,19,3,No,22,5,4,18,13,13,11
574,No,47,Travel_Rarely,Research & Development,2,2,Medical,1,Female,3,Manufacturing Director,4,Divorced,5070,5,No,13,3,Yes,20,2,3,5,0,0,4
575,No,46,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,Research Director,3,Married,17861,6,No,13,3,No,26,2,1,3,2,0,1
577,No,35,Travel_Rarely,Research & Development,22,3,Life Sciences,4,Male,1,Laboratory Technician,3,Single,4230,0,No,15,3,No,6,2,3,5,4,4,3
578,No,54,Travel_Rarely,Research & Development,8,4,Life Sciences,3,Female,3,Laboratory Technician,3,Single,3780,7,No,11,3,No,19,3,3,1,0,0,0
579,No,34,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,2,Research Scientist,3,Divorced,2768,3,No,12,3,Yes,14,3,3,7,3,5,7
580,No,46,Travel_Rarely,Sales,10,3,Marketing,3,Female,2,Sales Executive,4,Married,9071,2,Yes,19,3,Yes,15,3,3,3,2,1,2
581,No,31,Travel_Rarely,Research & Development,9,1,Life Sciences,3,Male,3,Manufacturing Director,2,Divorced,10648,1,No,25,4,Yes,13,6,4,13,8,0,8
582,Yes,33,Travel_Rarely,Research & Development,15,1,Medical,2,Male,3,Manager,3,Married,13610,7,Yes,12,3,No,15,2,4,7,6,7,7
584,Yes,33,Travel_Rarely,Research & Development,10,1,Medical,1,Male,1,Laboratory Technician,4,Divorced,3408,7,No,13,3,Yes,8,2,3,4,3,1,3
585,No,30,Travel_Rarely,Sales,7,1,Marketing,4,Male,3,Sales Representative,2,Single,2983,0,No,14,3,No,4,3,3,3,2,1,2
586,No,35,Travel_Rarely,Research & Development,16,3,Life Sciences,4,Male,3,Healthcare Representative,3,Married,7632,4,Yes,12,3,No,10,2,3,8,7,0,0
587,Yes,31,Travel_Frequently,Research & Development,20,3,Life Sciences,1,Male,3,Healthcare Representative,3,Married,9824,3,No,12,3,No,12,2,3,1,0,0,0
590,Yes,34,Travel_Frequently,Human Resources,23,3,Human Resources,2,Female,3,Human Resources,1,Divorced,9950,9,Yes,15,3,Yes,11,2,3,3,2,0,2
591,No,42,Travel_Frequently,Research & Development,5,2,Other,2,Male,3,Laboratory Technician,3,Married,2093,4,No,17,3,Yes,8,4,3,2,2,2,0
592,No,36,Non-Travel,Sales,10,4,Medical,2,Male,3,Sales Executive,4,Single,9980,1,No,14,3,No,10,3,2,10,3,9,7
593,Yes,22,Travel_Frequently,Research & Development,4,1,Technical Degree,3,Male,2,Laboratory Technician,3,Single,3894,5,No,16,3,No,4,3,3,2,2,1,2
595,No,48,Travel_Rarely,Sales,2,5,Marketing,2,Female,3,Sales Executive,4,Married,4051,2,No,14,3,Yes,14,2,3,9,7,6,7
597,No,55,Travel_Rarely,Sales,18,5,Life Sciences,1,Female,3,Manager,2,Single,16835,3,No,23,4,No,37,2,3,10,9,7,7
599,No,41,Non-Travel,Sales,10,2,Life Sciences,4,Male,3,Sales Executive,4,Single,6230,7,No,14,3,No,16,3,3,14,3,1,10
600,No,35,Travel_Rarely,Sales,1,3,Marketing,2,Male,3,Sales Executive,3,Married,4717,9,No,11,3,No,15,2,3,11,9,6,9
601,No,40,Travel_Rarely,Research & Development,6,3,Life Sciences,2,Female,3,Manufacturing Director,3,Single,13237,7,No,15,3,No,22,3,3,20,6,5,13
602,No,39,Travel_Frequently,Research & Development,8,1,Life Sciences,3,Female,3,Laboratory Technician,3,Married,3755,1,No,11,3,Yes,8,3,3,8,3,0,7
604,No,31,Travel_Rarely,Sales,2,1,Life Sciences,2,Male,3,Sales Executive,4,Single,6582,4,Yes,13,3,No,10,2,4,6,5,0,5
605,No,42,Travel_Rarely,Research & Development,24,3,Medical,4,Male,3,Manufacturing Director,1,Married,7406,1,Yes,21,4,Yes,10,5,2,10,9,5,8
606,No,45,Travel_Rarely,Sales,2,3,Other,4,Male,3,Sales Executive,2,Married,4805,0,No,19,3,Yes,9,3,4,8,7,3,7
608,Yes,26,Travel_Frequently,Human Resources,17,4,Life Sciences,2,Female,3,Human Resources,3,Divorced,2741,0,Yes,11,3,Yes,8,2,2,7,7,1,0
611,No,29,Travel_Rarely,Research & Development,19,3,Technical Degree,4,Male,3,Manufacturing Director,4,Divorced,4262,4,No,12,3,Yes,8,2,4,3,2,1,2
612,No,33,Travel_Rarely,Research & Development,1,5,Medical,1,Female,4,Research Director,3,Divorced,16184,4,No,19,3,Yes,10,2,3,6,1,0,5
613,No,31,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,2,Manager,4,Divorced,11557,9,No,21,4,Yes,10,3,2,5,4,0,1
614,Yes,18,Travel_Frequently,Sales,5,3,Marketing,2,Male,3,Sales Representative,2,Single,1878,1,Yes,14,3,No,0,3,3,0,0,0,0
615,No,40,Non-Travel,Sales,28,3,Other,3,Male,1,Sales Executive,1,Divorced,10932,3,No,15,3,Yes,20,2,3,1,0,0,1
616,No,41,Non-Travel,Research & Development,2,4,Other,1,Female,2,Healthcare Representative,3,Single,6811,2,Yes,17,3,No,10,3,3,8,7,0,7
618,No,26,Travel_Rarely,Sales,29,2,Medical,1,Male,3,Sales Executive,3,Divorced,4306,5,No,12,3,Yes,8,5,3,0,0,0,0
620,No,35,Travel_Rarely,Sales,1,3,Medical,1,Female,3,Sales Executive,3,Single,4859,1,No,16,3,No,5,3,3,5,4,0,3
621,No,34,Travel_Rarely,Sales,21,4,Life Sciences,4,Male,4,Sales Executive,4,Single,5337,1,No,12,3,No,10,3,3,10,7,5,7
622,Yes,26,Travel_Rarely,Research & Development,24,3,Technical Degree,3,Male,1,Laboratory Technician,4,Single,2340,1,Yes,18,3,No,1,3,1,1,0,0,0
623,No,37,Travel_Rarely,Research & Development,1,3,Technical Degree,2,Female,3,Manufacturing Director,4,Single,7491,4,No,17,3,No,12,3,4,6,5,1,2
624,No,46,Travel_Frequently,Research & Development,18,1,Medical,1,Female,3,Healthcare Representative,3,Married,10527,5,No,11,3,No,28,3,2,2,2,1,2
625,No,41,Travel_Rarely,Sales,2,5,Life Sciences,2,Female,3,Manager,1,Married,16595,7,No,16,3,Yes,22,2,3,18,16,11,8
626,No,37,Non-Travel,Sales,9,4,Medical,1,Male,3,Sales Executive,2,Divorced,8834,1,No,13,3,Yes,9,6,3,9,5,7,7
630,No,52,Travel_Rarely,Research & Development,6,2,Technical Degree,4,Male,3,Research Scientist,1,Divorced,5577,3,Yes,12,3,Yes,18,3,3,10,9,6,9
631,Yes,32,Non-Travel,Sales,11,4,Other,4,Male,4,Sales Executive,3,Married,4707,8,No,12,3,No,6,2,3,4,2,1,2
632,No,24,Travel_Frequently,Sales,24,3,Medical,4,Male,3,Sales Representative,4,Married,2400,0,No,13,3,Yes,3,3,3,2,2,2,1
634,No,38,Travel_Rarely,Research & Development,10,3,Medical,3,Female,3,Healthcare Representative,3,Married,9824,3,No,19,3,Yes,18,4,3,1,0,0,0
635,No,37,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,3,Manufacturing Director,2,Married,6447,6,No,12,3,Yes,8,2,2,6,5,4,3
638,No,49,Travel_Rarely,Research & Development,18,4,Life Sciences,4,Male,2,Research Director,3,Divorced,19502,1,Yes,17,3,Yes,31,5,3,31,9,0,9
639,No,24,Travel_Rarely,Research & Development,23,3,Medical,2,Male,4,Research Scientist,4,Married,2725,1,Yes,11,3,Yes,6,3,3,6,5,1,4
641,No,26,Travel_Rarely,Sales,28,2,Marketing,1,Male,3,Sales Executive,2,Married,6272,1,No,20,4,Yes,6,5,4,5,3,1,4
643,No,24,Travel_Rarely,Research & Development,17,2,Other,4,Male,2,Laboratory Technician,2,Married,2127,1,No,21,4,Yes,1,2,3,1,0,0,0
644,No,50,Travel_Frequently,Human Resources,3,3,Medical,1,Male,3,Manager,2,Married,18200,1,No,11,3,Yes,32,2,3,32,5,10,7
645,No,25,Travel_Rarely,Sales,13,1,Medical,2,Male,3,Sales Representative,3,Married,2096,1,No,11,3,No,7,1,3,7,4,0,6
647,Yes,24,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Female,3,Laboratory Technician,3,Married,2886,1,Yes,16,3,Yes,6,4,3,6,3,1,2
648,Yes,30,Travel_Frequently,Sales,12,4,Life Sciences,2,Male,2,Sales Representative,1,Married,2033,1,No,18,3,Yes,1,2,4,1,0,0,0
649,No,34,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,2,Research Scientist,4,Married,3622,1,Yes,13,3,Yes,6,3,3,6,5,1,3
650,Yes,31,Travel_Rarely,Sales,13,4,Medical,2,Male,3,Sales Executive,1,Divorced,4233,2,No,17,3,No,9,2,1,3,1,1,2
652,No,35,Travel_Rarely,Research & Development,25,2,Other,1,Male,2,Laboratory Technician,4,Single,3681,4,No,14,3,No,9,3,3,3,2,0,2
653,No,31,Travel_Rarely,Sales,6,4,Medical,1,Male,4,Sales Executive,4,Divorced,5460,4,No,22,4,Yes,13,4,4,7,7,5,7
655,No,27,Travel_Rarely,Research & Development,6,4,Medical,1,Female,2,Research Scientist,3,Divorced,2187,0,No,12,3,Yes,6,5,2,5,3,0,3
656,No,37,Travel_Rarely,Sales,2,3,Marketing,4,Male,3,Sales Executive,3,Married,9602,4,Yes,11,3,Yes,17,3,2,3,0,1,0
657,No,20,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,Research Scientist,2,Single,2836,1,No,13,3,No,1,0,4,1,0,0,0
659,No,42,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,3,Healthcare Representative,4,Married,4089,1,No,13,3,Yes,10,4,3,10,2,2,2
661,No,43,Travel_Rarely,Research & Development,6,4,Other,2,Male,2,Research Director,4,Divorced,16627,4,Yes,14,3,Yes,21,3,2,1,0,0,0
662,No,38,Travel_Rarely,Research & Development,1,1,Life Sciences,3,Female,3,Research Scientist,1,Single,2619,3,No,17,3,No,8,3,2,0,0,0,0
663,No,43,Travel_Frequently,Research & Development,9,5,Medical,4,Male,3,Laboratory Technician,3,Divorced,5679,3,Yes,13,3,Yes,10,3,3,8,7,4,7
664,No,48,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,2,Manager,1,Married,15402,7,No,11,3,Yes,21,3,1,3,2,0,2
665,No,44,Travel_Rarely,Human Resources,1,4,Life Sciences,1,Female,2,Human Resources,3,Single,5985,4,No,11,3,No,10,1,4,2,2,0,2
666,No,34,Travel_Rarely,Sales,14,3,Technical Degree,3,Female,3,Sales Representative,3,Divorced,2579,1,Yes,18,3,Yes,8,3,3,8,2,0,6
667,Yes,27,Travel_Rarely,Sales,2,1,Marketing,3,Male,3,Sales Representative,1,Divorced,3041,0,No,11,3,Yes,5,3,3,4,3,0,2
669,No,21,Travel_Rarely,Sales,22,1,Technical Degree,3,Male,3,Sales Representative,3,Single,3447,1,No,11,3,No,3,2,3,3,2,1,2
671,No,44,Travel_Rarely,Research & Development,3,4,Other,4,Male,3,Manager,4,Married,19513,4,Yes,12,3,Yes,26,2,4,2,2,0,1
675,No,22,Travel_Rarely,Research & Development,6,1,Medical,1,Male,3,Research Scientist,3,Married,2773,0,No,20,4,No,3,3,3,2,2,2,2
677,No,33,Travel_Rarely,Sales,8,4,Marketing,3,Male,3,Sales Executive,3,Divorced,7104,0,No,12,3,No,6,3,3,5,0,1,2
679,No,32,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Female,3,Research Scientist,4,Married,6322,1,Yes,12,3,Yes,6,2,2,6,4,0,5
680,No,30,Travel_Frequently,Research & Development,3,3,Medical,3,Female,3,Research Scientist,3,Divorced,2083,1,No,20,4,Yes,1,2,3,1,0,0,0
682,No,53,Travel_Rarely,Sales,1,1,Medical,4,Female,3,Sales Executive,1,Single,8381,7,No,20,4,No,18,2,4,14,7,8,10
683,No,34,Travel_Rarely,Research & Development,1,5,Life Sciences,2,Male,3,Research Scientist,4,Married,2691,1,No,12,3,Yes,10,4,2,10,9,8,8
684,Yes,45,Travel_Frequently,Sales,26,4,Life Sciences,1,Female,3,Sales Executive,1,Married,4286,2,No,14,3,Yes,5,4,3,1,1,0,0
686,No,26,Travel_Rarely,Research & Development,6,3,Life Sciences,3,Female,3,Laboratory Technician,4,Married,2659,1,Yes,13,3,Yes,3,2,3,3,2,0,2
689,No,37,Travel_Rarely,Research & Development,3,3,Other,3,Male,3,Manufacturing Director,3,Married,9434,1,No,15,3,Yes,10,2,3,10,7,7,8
690,No,29,Travel_Rarely,Sales,3,2,Medical,2,Female,3,Sales Executive,3,Married,5561,1,No,14,3,Yes,6,5,2,6,0,1,2
691,No,35,Travel_Rarely,Research & Development,6,4,Life Sciences,2,Male,1,Research Scientist,4,Single,6646,1,No,13,3,No,17,3,3,17,11,11,8
692,No,33,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,3,Healthcare Representative,4,Divorced,7725,3,No,23,4,Yes,15,2,1,13,11,4,7
698,No,54,Travel_Rarely,Human Resources,19,4,Medical,3,Male,3,Human Resources,2,Married,10725,2,No,15,3,Yes,16,1,4,9,7,7,1
699,No,36,Travel_Rarely,Research & Development,9,2,Medical,2,Male,2,Manufacturing Director,2,Divorced,8847,2,Yes,11,3,Yes,13,2,3,3,2,0,2
700,No,27,Travel_Rarely,Research & Development,3,4,Medical,1,Male,2,Research Scientist,4,Single,2045,0,No,13,3,No,5,0,3,4,2,1,1
701,Yes,20,Travel_Rarely,Research & Development,10,1,Medical,4,Male,3,Research Scientist,3,Single,1009,1,Yes,11,3,No,1,5,3,1,0,1,1
702,Yes,33,Travel_Frequently,Research & Development,3,3,Life Sciences,1,Male,3,Research Scientist,1,Single,3348,1,Yes,11,3,No,10,3,3,10,8,9,7
704,No,35,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,2,Laboratory Technician,3,Married,1281,1,No,18,3,Yes,1,3,3,1,0,0,0
705,No,23,Travel_Rarely,Research & Development,4,3,Medical,1,Male,4,Research Scientist,1,Married,2819,2,No,16,3,Yes,5,3,4,3,2,0,2
707,No,25,Travel_Rarely,Sales,8,3,Life Sciences,4,Male,4,Sales Executive,2,Married,4851,0,No,22,4,Yes,4,4,3,3,2,1,2
709,No,38,Travel_Rarely,Sales,7,4,Marketing,4,Female,2,Sales Executive,4,Single,4028,0,No,20,4,No,8,2,3,7,7,0,5
710,No,29,Travel_Frequently,Research & Development,1,4,Life Sciences,2,Male,1,Research Scientist,4,Divorced,2720,1,No,18,3,Yes,10,5,3,10,7,2,8
712,No,48,Travel_Rarely,Sales,2,1,Marketing,2,Male,4,Sales Executive,2,Married,8120,3,No,12,3,No,12,3,3,2,2,2,2
714,No,27,Travel_Frequently,Sales,3,1,Medical,4,Female,4,Sales Executive,4,Divorced,4647,1,Yes,20,4,Yes,6,3,3,6,5,0,4
715,No,37,Travel_Rarely,Research & Development,10,2,Life Sciences,4,Male,4,Research Scientist,4,Single,4680,3,No,17,3,No,4,2,3,1,0,0,0
716,No,50,Travel_Rarely,Research & Development,28,1,Medical,4,Male,4,Laboratory Technician,3,Married,3221,1,Yes,11,3,Yes,20,3,3,20,8,3,8
717,No,34,Travel_Rarely,Research & Development,9,3,Medical,4,Female,2,Healthcare Representative,2,Single,8621,1,No,14,3,No,9,3,4,8,7,7,7
720,Yes,24,Travel_Rarely,Sales,3,2,Life Sciences,1,Female,3,Sales Executive,3,Single,4577,9,No,14,3,No,4,3,3,2,2,2,0
721,No,39,Travel_Rarely,Research & Development,2,4,Technical Degree,4,Female,2,Healthcare Representative,3,Single,4553,1,No,11,3,No,20,4,3,20,7,11,10
722,No,32,Travel_Rarely,Sales,10,3,Marketing,4,Male,3,Sales Executive,4,Single,5396,1,No,12,3,No,10,2,2,10,7,0,8
723,Yes,50,Travel_Frequently,Sales,8,2,Technical Degree,2,Male,3,Sales Executive,3,Married,6796,3,Yes,14,3,Yes,18,4,3,4,3,1,3
724,No,38,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Female,4,Healthcare Representative,4,Single,7625,0,No,13,3,No,10,4,2,9,7,1,8
725,No,27,Travel_Rarely,Research & Development,1,2,Life Sciences,3,Female,3,Manufacturing Director,1,Married,7412,1,No,11,3,No,9,3,3,9,7,0,7
727,No,32,Travel_Rarely,Research & Development,3,2,Life Sciences,3,Female,3,Research Director,4,Single,11159,3,No,15,3,No,10,6,3,7,7,7,7
728,No,47,Travel_Rarely,Sales,14,4,Marketing,4,Male,3,Sales Executive,1,Single,4960,2,No,12,3,No,20,2,3,7,7,1,7
729,No,40,Travel_Frequently,Sales,5,4,Life Sciences,4,Male,2,Sales Executive,1,Married,10475,5,Yes,21,4,Yes,20,2,3,18,13,1,12
730,No,53,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,4,Research Director,3,Married,14814,3,No,19,3,No,32,3,3,5,1,1,3
